"id","bookid","chapterid","verseno","versetext","imageurl","icon","tagrefs","verserefs","topicrefs","seqno","bookno"
11692,"1CHR",24,6,"And Shemaiah the son of Nethaneel the scribe, one of the Levites, wrote them before the king, and the princes, and Zadok the priest, and Ahimelech the son of Abiathar, and before the chief of the fathers of the priests and Levites: one principal household being taken for Eleazar, and one taken for Ithamar.",,,,,,11692,13
11693,"1CHR",24,7,"Now the first lot came forth to Jehoiarib, the second to Jedaiah,",,,,,,11693,13
11694,"1CHR",24,8,"The third to Harim, the fourth to Seorim,",,,,,,11694,13
11695,"1CHR",24,9,"The fifth to Malchijah, the sixth to Mijamin,",,,,,,11695,13
11696,"1CHR",24,10,"The seventh to Hakkoz, the eighth to Abijah,",,,,,,11696,13
11697,"1CHR",24,11,"The ninth to Jeshuah, the tenth to Shecaniah,",,,,,,11697,13
11698,"1CHR",24,12,"The eleventh to Eliashib, the twelfth to Jakim,",,,,,,11698,13
11699,"1CHR",24,13,"The thirteenth to Huppah, the fourteenth to Jeshebeab,",,,,,,11699,13
11700,"1CHR",24,14,"The fifteenth to Bilgah, the sixteenth to Immer,",,,,,,11700,13
11701,"1CHR",24,15,"The seventeenth to Hezir, the eighteenth to Aphses,",,,,,,11701,13
11702,"1CHR",24,16,"The nineteenth to Pethahiah, the twentieth to Jehezekel,",,,,,,11702,13
11703,"1CHR",24,17,"The one and twentieth to Jachin, the two and twentieth to Gamul,",,,,,,11703,13
11704,"1CHR",24,18,"The three and twentieth to Delaiah, the four and twentieth to Maaziah.",,,,,,11704,13
11705,"1CHR",24,19,"These were the orderings of them in their service to come into the house of the LORD, according to their manner, under Aaron their father, as the LORD God of Israel had commanded him.",,,,,,11705,13
11706,"1CHR",24,20,And the rest of the sons of Levi were these: Of the sons of Amram; Shubael: of the sons of Shubael; Jehdeiah.,,,,,,11706,13
11707,"1CHR",24,21,"Concerning Rehabiah: of the sons of Rehabiah, the first was Isshiah.",,,,,,11707,13
11708,"1CHR",24,22,Of the Izharites; Shelomoth: of the sons of Shelomoth; Jahath.,,,,,,11708,13
11709,"1CHR",24,23,"And the sons of Hebron; Jeriah the first, Amariah the second, Jahaziel the third, Jekameam the fourth.",,,,,,11709,13
11710,"1CHR",24,24,Of the sons of Uzziel; Michah: of the sons of Michah; Shamir.,,,,,,11710,13
11711,"1CHR",24,25,The brother of Michah was Isshiah: of the sons of Isshiah; Zechariah.,,,,,,11711,13
11712,"1CHR",24,26,The sons of Merari were Mahli and Mushi: the sons of Jaaziah; Beno.,,,,,,11712,13
11713,"1CHR",24,27,"The sons of Merari by Jaaziah; Beno, and Shoham, and Zaccur, and Ibri.",,,,,,11713,13
11714,"1CHR",24,28,"Of Mahli came Eleazar, who had no sons.",,,,,,11714,13
11715,"1CHR",24,29,Concerning Kish: the son of Kish was Jerahmeel.,,,,,,11715,13
11716,"1CHR",24,30,"The sons also of Mushi; Mahli, and Eder, and Jerimoth. These were the sons of the Levites after the house of their fathers.",,,,,,11716,13
11717,"1CHR",24,31,"These likewise cast lots over against their brethren the sons of Aaron in the presence of David the king, and Zadok, and Ahimelech, and the chief of the fathers of the priests and Levites, even the principal fathers over against their younger brethren.",,,,,,11717,13
11718,"1CHR",25,1,"Moreover David and the captains of the host separated to the service of the sons of Asaph, and of Heman, and of Jeduthun, who should prophesy with harps, with psalteries, and with cymbals: and the number of the workmen according to their service was:",,,,,,11718,13
11719,"1CHR",25,2,"Of the sons of Asaph; Zaccur, and Joseph, and Nethaniah, and Asarelah, the sons of Asaph under the hands of Asaph, which prophesied according to the order of the king.",,,,,,11719,13
11720,"1CHR",25,3,"Of Jeduthun: the sons of Jeduthun; Gedaliah, and Zeri, and Jeshaiah, Hashabiah, and Mattithiah, six, under the hands of their father Jeduthun, who prophesied with a harp, to give thanks and to praise the LORD.",,,,,,11720,13
11721,"1CHR",25,4,"Of Heman: the sons of Heman: Bukkiah, Mattaniah, Uzziel, Shebuel, and Jerimoth, Hananiah, Hanani, Eliathah, Giddalti, and Romamtiezer, Joshbekashah, Mallothi, Hothir, and Mahazioth:",,,,,,11721,13
11722,"1CHR",25,5,"All these were the sons of Heman the king's seer in the words of God, to lift up the horn. And God gave to Heman fourteen sons and three daughters.",,,,,,11722,13
11723,"1CHR",25,6,"All these were under the hands of their father for song in the house of the LORD, with cymbals, psalteries, and harps, for the service of the house of God, according to the king's order to Asaph, Jeduthun, and Heman.",,,,,,11723,13
11724,"1CHR",25,7,"So the number of them, with their brethren that were instructed in the songs of the LORD, even all that were cunning, was two hundred fourscore and eight.",,,,,,11724,13
11725,"1CHR",25,8,"And they cast lots, ward against ward, as well the small as the great, the teacher as the scholar.",,,,,,11725,13
11726,"1CHR",25,9,"Now the first lot came forth for Asaph to Joseph: the second to Gedaliah, who with his brethren and sons were twelve:",,,,,,11726,13
11727,"1CHR",25,10,"The third to Zaccur, he, his sons, and his brethren, were twelve:",,,,,,11727,13
11728,"1CHR",25,11,"The fourth to Izri, he, his sons, and his brethren, were twelve:",,,,,,11728,13
11729,"1CHR",25,12,"The fifth to Nethaniah, he, his sons, and his brethren, were twelve:",,,,,,11729,13
11730,"1CHR",25,13,"The sixth to Bukkiah, he, his sons, and his brethren, were twelve:",,,,,,11730,13
11731,"1CHR",25,14,"The seventh to Jesharelah, he, his sons, and his brethren, were twelve:",,,,,,11731,13
11732,"1CHR",25,15,"The eighth to Jeshaiah, he, his sons, and his brethren, were twelve:",,,,,,11732,13
11733,"1CHR",25,16,"The ninth to Mattaniah, he, his sons, and his brethren, were twelve:",,,,,,11733,13
11734,"1CHR",25,17,"The tenth to Shimei, he, his sons, and his brethren, were twelve:",,,,,,11734,13
11735,"1CHR",25,18,"The eleventh to Azareel, he, his sons, and his brethren, were twelve:",,,,,,11735,13
11736,"1CHR",25,19,"The twelfth to Hashabiah, he, his sons, and his brethren, were twelve:",,,,,,11736,13
11737,"1CHR",25,20,"The thirteenth to Shubael, he, his sons, and his brethren, were twelve:",,,,,,11737,13
11738,"1CHR",25,21,"The fourteenth to Mattithiah, he, his sons, and his brethren, were twelve:",,,,,,11738,13
11739,"1CHR",25,22,"The fifteenth to Jeremoth, he, his sons, and his brethren, were twelve:",,,,,,11739,13
11740,"1CHR",25,23,"The sixteenth to Hananiah, he, his sons, and his brethren, were twelve:",,,,,,11740,13
11741,"1CHR",25,24,"The seventeenth to Joshbekashah, he, his sons, and his brethren, were twelve:",,,,,,11741,13
11742,"1CHR",25,25,"The eighteenth to Hanani, he, his sons, and his brethren, were twelve:",,,,,,11742,13
11743,"1CHR",25,26,"The nineteenth to Mallothi, he, his sons, and his brethren, were twelve:",,,,,,11743,13
11744,"1CHR",25,27,"The twentieth to Eliathah, he, his sons, and his brethren, were twelve:",,,,,,11744,13
11745,"1CHR",25,28,"The one and twentieth to Hothir, he, his sons, and his brethren, were twelve:",,,,,,11745,13
11746,"1CHR",25,29,"The two and twentieth to Giddalti, he, his sons, and his brethren, were twelve:",,,,,,11746,13
11747,"1CHR",25,30,"The three and twentieth to Mahazioth, he, his sons, and his brethren, were twelve:",,,,,,11747,13
11748,"1CHR",25,31,"The four and twentieth to Romamtiezer, he, his sons, and his brethren, were twelve.",,,,,,11748,13
11749,"1CHR",26,1,"Concerning the divisions of the porters: Of the Korhites was Meshelemiah the son of Kore, of the sons of Asaph.",,,,,,11749,13
11750,"1CHR",26,2,"And the sons of Meshelemiah were, Zechariah the firstborn, Jediael the second, Zebadiah the third, Jathniel the fourth,",,,,,,11750,13
11751,"1CHR",26,3,"Elam the fifth, Jehohanan the sixth, Elioenai the seventh.",,,,,,11751,13
11752,"1CHR",26,4,"Moreover the sons of Obededom were, Shemaiah the firstborn, Jehozabad the second, Joah the third, and Sacar the fourth, and Nethaneel the fifth.",,,,,,11752,13
11753,"1CHR",26,5,"Ammiel the sixth, Issachar the seventh, Peulthai the eighth: for God blessed him.",,,,,,11753,13
11754,"1CHR",26,6,"Also unto Shemaiah his son were sons born, that ruled throughout the house of their father: for they were mighty men of valor.",,,,,,11754,13
11755,"1CHR",26,7,"The sons of Shemaiah; Othni, and Rephael, and Obed, Elzabad, whose brethren were strong men, Elihu, and Semachiah.",,,,,,11755,13
11756,"1CHR",26,8,"All these of the sons of Obededom: they and their sons and their brethren, able men for strength for the service, were threescore and two of Obededom.",,,,,,11756,13
11757,"1CHR",26,9,"And Meshelemiah had sons and brethren, strong men, eighteen.",,,,,,11757,13
11758,"1CHR",26,10,"Also Hosah, of the children of Merari, had sons; Simri the chief, (for though he was not the firstborn, yet his father made him the chief;)",,,,,,11758,13
11759,"1CHR",26,11,"Hilkiah the second, Tebaliah the third, Zechariah the fourth: all the sons and brethren of Hosah were thirteen.",,,,,,11759,13
11760,"1CHR",26,12,"Among these were the divisions of the porters, even among the chief men, having wards one against another, to minister in the house of the LORD.",,,,,,11760,13
11761,"1CHR",26,13,"And they cast lots, as well the small as the great, according to the house of their fathers, for every gate.",,,,,,11761,13
11762,"1CHR",26,14,"And the lot eastward fell to Shelemiah. Then for Zechariah his son, a wise counselor, they cast lots; and his lot came out northward.",,,,,,11762,13
11763,"1CHR",26,15,To Obededom southward; and to his sons the house of Asuppim.,,,,,,11763,13
11764,"1CHR",26,16,"To Shuppim and Hosah the lot came forth westward, with the gate Shallecheth, by the causeway of the going up, ward against ward.",,,,,,11764,13
11765,"1CHR",26,17,"Eastward were six Levites, northward four a day, southward four a day, and toward Asuppim two and two.",,,,,,11765,13
11766,"1CHR",26,18,"At Parbar westward, four at the causeway, and two at Parbar.",,,,,,11766,13
11767,"1CHR",26,19,"These are the divisions of the porters among the sons of Kore, and among the sons of Merari.",,,,,,11767,13
11768,"1CHR",26,20,"And of the Levites, Ahijah was over the treasures of the house of God, and over the treasures of the dedicated things.",,,,,,11768,13
11769,"1CHR",26,21,"As concerning the sons of Laadan; the sons of the Gershonite Laadan, chief fathers, even of Laadan the Gershonite, were Jehieli.",,,,,,11769,13
11770,"1CHR",26,22,"The sons of Jehieli; Zetham, and Joel his brother, which were over the treasures of the house of the LORD.",,,,,,11770,13
11771,"1CHR",26,23,"Of the Amramites, and the Izharites, the Hebronites, and the Uzzielites:",,,,,,11771,13
11772,"1CHR",26,24,"And Shebuel the son of Gershom, the son of Moses, was ruler of the treasures.",,,,,,11772,13
11773,"1CHR",26,25,"And his brethren by Eliezer; Rehabiah his son, and Jeshaiah his son, and Joram his son, and Zichri his son, and Shelomith his son.",,,,,,11773,13
11774,"1CHR",26,26,"Which Shelomith and his brethren were over all the treasures of the dedicated things, which David the king, and the chief fathers, the captains over thousands and hundreds, and the captains of the host, had dedicated.",,,,,,11774,13
11775,"1CHR",26,27,Out of the spoils won in battles did they dedicate to maintain the house of the LORD.,,,,,,11775,13
11776,"1CHR",26,28,"And all that Samuel the seer, and Saul the son of Kish, and Abner the son of Ner, and Joab the son of Zeruiah, had dedicated; and whosoever had dedicated any thing, it was under the hand of Shelomith, and of his brethren.",,,,,,11776,13
11777,"1CHR",26,29,"Of the Izharites, Chenaniah and his sons were for the outward business over Israel, for officers and judges.",,,,,,11777,13
11778,"1CHR",26,30,"And of the Hebronites, Hashabiah and his brethren, men of valor, a thousand and seven hundred, were officers among them of Israel on this side Jordan westward in all the business of the LORD, and in the service of the king.",,,,,,11778,13
11779,"1CHR",26,31,"Among the Hebronites was Jerijah the chief, even among the Hebronites, according to the generations of his fathers. In the fortieth year of the reign of David they were sought for, and there were found among them mighty men of valor at Jazer of Gilead.",,,,,,11779,13
11780,"1CHR",26,32,"And his brethren, men of valor, were two thousand and seven hundred chief fathers, whom king David made rulers over the Reubenites, the Gadites, and the half tribe of Manasseh, for every matter pertaining to God, and affairs of the king.",,,,,,11780,13
11781,"1CHR",27,1,"Now the children of Israel after their number, to wit, the chief fathers and captains of thousands and hundreds, and their officers that served the king in any matter of the courses, which came in and went out month by month throughout all the months of the year, of every course were twenty and four thousand.",,,,,,11781,13
11782,"1CHR",27,2,Over the first course for the first month was Jashobeam the son of Zabdiel: and in his course were twenty and four thousand.,,,,,,11782,13
11783,"1CHR",27,3,Of the children of Perez was the chief of all the captains of the host for the first month.,,,,,,11783,13
11784,"1CHR",27,4,"And over the course of the second month was Dodai an Ahohite, and of his course was Mikloth also the ruler: in his course likewise were twenty and four thousand.",,,,,,11784,13
11785,"1CHR",27,5,"The third captain of the host for the third month was Benaiah the son of Jehoiada, a chief priest: and in his course were twenty and four thousand.",,,,,,11785,13
11786,"1CHR",27,6,"This is that Benaiah, who was mighty among the thirty, and above the thirty: and in his course was Ammizabad his son.",,,,,,11786,13
11787,"1CHR",27,7,"The fourth captain for the fourth month was Asahel the brother of Joab, and Zebadiah his son after him: and in his course were twenty and four thousand.",,,,,,11787,13
11788,"1CHR",27,8,The fifth captain for the fifth month was Shamhuth the Izrahite: and in his course were twenty and four thousand.,,,,,,11788,13
11789,"1CHR",27,9,The sixth captain for the sixth month was Ira the son of Ikkesh the Tekoite: and in his course were twenty and four thousand.,,,,,,11789,13
11790,"1CHR",27,10,"The seventh captain for the seventh month was Helez the Pelonite, of the children of Ephraim: and in his course were twenty and four thousand.",,,,,,11790,13
11791,"1CHR",27,11,"The eighth captain for the eighth month was Sibbecai the Hushathite, of the Zarhites: and in his course were twenty and four thousand.",,,,,,11791,13
11792,"1CHR",27,12,"The ninth captain for the ninth month was Abiezer the Anetothite, of the Benjamites: and in his course were twenty and four thousand.",,,,,,11792,13
11793,"1CHR",27,13,"The tenth captain for the tenth month was Maharai the Netophathite, of the Zarhites: and in his course were twenty and four thousand.",,,,,,11793,13
11794,"1CHR",27,14,"The eleventh captain for the eleventh month was Benaiah the Pirathonite, of the children of Ephraim: and in his course were twenty and four thousand.",,,,,,11794,13
11795,"1CHR",27,15,"The twelfth captain for the twelfth month was Heldai the Netophathite, of Othniel: and in his course were twenty and four thousand.",,,,,,11795,13
11796,"1CHR",27,16,"Furthermore over the tribes of Israel: the ruler of the Reubenites was Eliezer the son of Zichri: of the Simeonites, Shephatiah the son of Maachah:",,,,,,11796,13
11797,"1CHR",27,17,"Of the Levites, Hashabiah the son of Kemuel: of the Aaronites, Zadok:",,,,,,11797,13
11798,"1CHR",27,18,"Of Judah, Elihu, one of the brethren of David: of Issachar, Omri the son of Michael:",,,,,,11798,13
11799,"1CHR",27,19,"Of Zebulun, Ishmaiah the son of Obadiah: of Naphtali, Jerimoth the son of Azriel:",,,,,,11799,13
11800,"1CHR",27,20,"Of the children of Ephraim, Hoshea the son of Azaziah: of the half tribe of Manasseh, Joel the son of Pedaiah:",,,,,,11800,13
11801,"1CHR",27,21,"Of the half tribe of Manasseh in Gilead, Iddo the son of Zechariah: of Benjamin, Jaasiel the son of Abner:",,,,,,11801,13
11802,"1CHR",27,22,"Of Dan, Azareel the son of Jeroham. These were the princes of the tribes of Israel.",,,,,,11802,13
11803,"1CHR",27,23,But David took not the number of them from twenty years old and under: because the LORD had said he would increase Israel like to the stars of the heavens.,,,,,,11803,13
11804,"1CHR",27,24,"Joab the son of Zeruiah began to number, but he finished not, because there fell wrath for it against Israel; neither was the number put in the account of the chronicles of king David.",,,,,,11804,13
11805,"1CHR",27,25,"And over the king's treasures was Azmaveth the son of Adiel: and over the storehouses in the fields, in the cities, and in the villages, and in the castles, was Jehonathan the son of Uzziah:",,,,,,11805,13
11806,"1CHR",27,26,And over them that did the work of the field for tillage of the ground was Ezri the son of Chelub:,,,,,,11806,13
11807,"1CHR",27,27,And over the vineyards was Shimei the Ramathite: over the increase of the vineyards for the wine cellars was Zabdi the Shiphmite:,,,,,,11807,13
11808,"1CHR",27,28,And over the olive trees and the sycamore trees that were in the low plains was Baalhanan the Gederite: and over the cellars of oil was Joash:,,,,,,11808,13
11809,"1CHR",27,29,And over the herds that fed in Sharon was Shitrai the Sharonite: and over the herds that were in the valleys was Shaphat the son of Adlai:,,,,,,11809,13
11810,"1CHR",27,30,Over the camels also was Obil the Ishmaelite: and over the asses was Jehdeiah the Meronothite:,,,,,,11810,13
11811,"1CHR",27,31,And over the flocks was Jaziz the Hagerite. All these were the rulers of the substance which was king David's.,,,,,,11811,13
11812,"1CHR",27,32,"Also Jonathan David's uncle was a counselor, a wise man, and a scribe: and Jehiel the son of Hachmoni was with the king's sons:",,,,,,11812,13
11813,"1CHR",27,33,And Ahithophel was the king's counselor: and Hushai the Archite was the king's companion:,,,,,,11813,13
11814,"1CHR",27,34,"And after Ahithophel was Jehoiada the son of Benaiah, and Abiathar: and the general of the king's army was Joab.",,,,,,11814,13
11815,"1CHR",28,1,"And David assembled all the princes of Israel, the princes of the tribes, and the captains of the companies that ministered to the king by course, and the captains over the thousands, and captains over the hundreds, and the stewards over all the substance and possession of the king, and of his sons, with the officers, and with the mighty men, and with all the valiant men, unto Jerusalem.",,,,,,11815,13
11816,"1CHR",28,2,"Then David the king stood up upon his feet, and said, Hear me, my brethren, and my people: As for me, I had in mine heart to build an house of rest for the ark of the covenant of the LORD, and for the footstool of our God, and had made ready for the building:",,,,,,11816,13
11817,"1CHR",28,3,"But God said unto me, Thou shalt not build an house for my name, because thou hast been a man of war, and hast shed blood.",,,,,,11817,13
11818,"1CHR",28,4,"Howbeit the LORD God of Israel chose me before all the house of my father to be king over Israel for ever: for he hath chosen Judah to be the ruler; and of the house of Judah, the house of my father; and among the sons of my father he liked me to make me king over all Israel:",,,,,,11818,13
11819,"1CHR",28,5,"And of all my sons, (for the LORD hath given me many sons,) he hath chosen Solomon my son to sit upon the throne of the kingdom of the LORD over Israel.",,,,,,11819,13
11820,"1CHR",28,6,"And he said unto me, Solomon thy son, he shall build my house and my courts: for I have chosen him to be my son, and I will be his father.",,,,,,11820,13
11821,"1CHR",28,7,"Moreover I will establish his kingdom for ever, if he be constant to do my commandments and my judgments, as at this day.",,,,,,11821,13
11822,"1CHR",28,8,"Now therefore in the sight of all Israel the congregation of the LORD, and in the audience of our God, keep and seek for all the commandments of the LORD your God: that ye may possess this good land, and leave it for an inheritance for your children after you for ever.",,,,,,11822,13
11823,"1CHR",28,9,"And thou, Solomon my son, know thou the God of thy father, and serve him with a perfect heart and with a willing mind: for the LORD searcheth all hearts, and understandeth all the imaginations of the thoughts: if thou seek him, he will be found of thee; but if thou forsake him, he will cast thee off for ever.",,,,,,11823,13
11824,"1CHR",28,10,"Take heed now; for the LORD hath chosen thee to build an house for the sanctuary: be strong, and do it.",,,,,,11824,13
11825,"1CHR",28,11,"Then David gave to Solomon his son the pattern of the porch, and of the houses thereof, and of the treasuries thereof, and of the upper chambers thereof, and of the inner parlors thereof, and of the place of the mercy seat,",,,,,,11825,13
11826,"1CHR",28,12,"And the pattern of all that he had by the spirit, of the courts of the house of the LORD, and of all the chambers round about, of the treasuries of the house of God, and of the treasuries of the dedicated things:",,,,,,11826,13
11827,"1CHR",28,13,"Also for the courses of the priests and the Levites, and for all the work of the service of the house of the LORD, and for all the vessels of service in the house of the LORD.",,,,,,11827,13
11828,"1CHR",28,14,"He gave of gold by weight for things of gold, for all instruments of all manner of service; silver also for all instruments of silver by weight, for all instruments of every kind of service:",,,,,,11828,13
11829,"1CHR",28,15,"Even the weight for the candlesticks of gold, and for their lamps of gold, by weight for every candlestick, and for the lamps thereof: and for the candlesticks of silver by weight, both for the candlestick, and also for the lamps thereof, according to the use of every candlestick.",,,,,,11829,13
11830,"1CHR",28,16,"And by weight he gave gold for the tables of shewbread, for every table; and likewise silver for the tables of silver:",,,,,,11830,13
11831,"1CHR",28,17,"Also pure gold for the fleshhooks, and the bowls, and the cups: and for the golden basins he gave gold by weight for every basin; and likewise silver by weight for every basin of silver:",,,,,,11831,13
11832,"1CHR",28,18,"And for the altar of incense refined gold by weight; and gold for the pattern of the chariot of the cherubim, that spread out their wings, and covered the ark of the covenant of the LORD.",,,,,,11832,13
11833,"1CHR",28,19,"All this, said David, the LORD made me understand in writing by his hand upon me, even all the works of this pattern.",,,,,,11833,13
11834,"1CHR",28,20,"And David said to Solomon his son, Be strong and of good courage, and do it: fear not, nor be dismayed: for the LORD God, even my God, will be with thee; he will not fail thee, nor forsake thee, until thou hast finished all the work for the service of the house of the LORD.",,,,,,11834,13
11835,"1CHR",28,21,"And, behold, the courses of the priests and the Levites, even they shall be with thee for all the service of the house of God: and there shall be with thee for all manner of workmanship every willing skillful man, for any manner of service: also the princes and all the people will be wholly at thy commandment.",,,,,,11835,13
11836,"1CHR",29,1,"Furthermore David the king said unto all the congregation, Solomon my son, whom alone God hath chosen, is yet young and tender, and the work is great: for the palace is not for man, but for the LORD God.",,,,,,11836,13
11837,"1CHR",29,2,"Now I have prepared with all my might for the house of my God the gold for things to be made of gold, and the silver for things of silver, and the brass for things of brass, the iron for things of iron, and wood for things of wood; onyx stones, and stones to be set, glistering stones, and of divers colors, and all manner of precious stones, and marble stones in abundance.",,,,,,11837,13
11838,"2CHR",3,7,"He overlaid also the house, the beams, the posts, and the walls thereof, and the doors thereof, with gold; and graved cherubim on the walls.",,,,,,11838,14
11839,"2CHR",3,8,"And he made the most holy house, the length whereof was according to the breadth of the house, twenty cubits, and the breadth thereof twenty cubits: and he overlaid it with fine gold, amounting to six hundred talents.",,,,,,11839,14
11840,"2CHR",3,9,And the weight of the nails was fifty shekels of gold. And he overlaid the upper chambers with gold.,,,,,,11840,14
11841,"2CHR",3,10,"And in the most holy house he made two cherubim of image work, and overlaid them with gold.",,,,,,11841,14
11842,"2CHR",3,11,"And the wings of the cherubim were twenty cubits long: one wing of the one cherub was five cubits, reaching to the wall of the house: and the other wing was likewise five cubits, reaching to the wing of the other cherub.",,,,,,11842,14
11843,"2CHR",3,12,"And one wing of the other cherub was five cubits, reaching to the wall of the house: and the other wing was five cubits also, joining to the wing of the other cherub.",,,,,,11843,14
11844,"2CHR",3,13,"The wings of these cherubim spread themselves forth twenty cubits: and they stood on their feet, and their faces were inward.",,,,,,11844,14
11845,"2CHR",3,14,"And he made the vail of blue, and purple, and crimson, and fine linen, and wrought cherubim thereon.",,,,,,11845,14
11846,"2CHR",3,15,"Also he made before the house two pillars of thirty and five cubits high, and the chapiter that was on the top of each of them was five cubits.",,,,,,11846,14
11847,"2CHR",3,16,"And he made chains, as in the oracle, and put them on the heads of the pillars; and made an hundred pomegranates, and put them on the chains.",,,,,,11847,14
11848,"2CHR",3,17,"And he reared up the pillars before the temple, one on the right hand, and the other on the left; and called the name of that on the right hand Jachin, and the name of that on the left Boaz.",,,,,,11848,14
11849,"2CHR",4,1,"Moreover he made an altar of brass, twenty cubits the length thereof, and twenty cubits the breadth thereof, and ten cubits the height thereof.",,,,,,11849,14
11850,"2CHR",4,2,"Also he made a molten sea of ten cubits from brim to brim, round in compass, and five cubits the height thereof; and a line of thirty cubits did compass it round about.",,,,,,11850,14
11851,"2CHR",4,3,"And under it was the similitude of oxen, which did compass it round about: ten in a cubit, compassing the sea round about. Two rows of oxen were cast, when it was cast.",,,,,,11851,14
11852,"2CHR",4,4,"It stood upon twelve oxen, three looking toward the north, and three looking toward the west, and three looking toward the south, and three looking toward the east: and the sea was set above upon them, and all their hinder parts were inward.",,,,,,11852,14
11853,"2CHR",4,5,"And the thickness of it was an handbreadth, and the brim of it like the work of the brim of a cup, with flowers of lilies; and it received and held three thousand baths.",,,,,,11853,14
11854,"2CHR",4,6,"He made also ten lavers, and put five on the right hand, and five on the left, to wash in them: such things as they offered for the burnt offering they washed in them; but the sea was for the priests to wash in.",,,,,,11854,14
11855,"2CHR",4,7,"And he made ten candlesticks of gold according to their form, and set them in the temple, five on the right hand, and five on the left.",,,,,,11855,14
11856,"2CHR",4,8,"He made also ten tables, and placed them in the temple, five on the right side, and five on the left. And he made an hundred basins of gold.",,,,,,11856,14
11857,"2CHR",4,9,"Furthermore he made the court of the priests, and the great court, and doors for the court, and overlaid the doors of them with brass.",,,,,,11857,14
11858,"2CHR",4,10,"And he set the sea on the right side of the east end, over against the south.",,,,,,11858,14
11859,"2CHR",4,11,"And Huram made the pots, and the shovels, and the basins. And Huram finished the work that he was to make for king Solomon for the house of God;",,,,,,11859,14
11860,"2CHR",4,12,"To wit, the two pillars, and the pommels, and the chapiters which were on the top of the two pillars, and the two wreaths to cover the two pommels of the chapiters which were on the top of the pillars;",,,,,,11860,14
11861,"2CHR",4,13,"And four hundred pomegranates on the two wreaths; two rows of pomegranates on each wreath, to cover the two pommels of the chapiters which were upon the pillars.",,,,,,11861,14
11862,"2CHR",4,14,"He made also bases, and lavers made he upon the bases;",,,,,,11862,14
11863,"2CHR",4,15,"One sea, and twelve oxen under it.",,,,,,11863,14
11864,"2CHR",4,16,"The pots also, and the shovels, and the fleshhooks, and all their instruments, did Huram his father make to king Solomon for the house of the LORD of bright brass.",,,,,,11864,14
11865,"2CHR",4,17,"In the plain of Jordan did the king cast them, in the clay ground between Succoth and Zeredathah.",,,,,,11865,14
11866,"2CHR",4,18,Thus Solomon made all these vessels in great abundance: for the weight of the brass could not be found out.,,,,,,11866,14
11867,"2CHR",4,19,"And Solomon made all the vessels that were for the house of God, the golden altar also, and the tables whereon the shewbread was set;",,,,,,11867,14
11868,"2CHR",4,20,"Moreover the candlesticks with their lamps, that they should burn after the manner before the oracle, of pure gold;",,,,,,11868,14
11869,"2CHR",4,21,"And the flowers, and the lamps, and the tongs, made he of gold, and that perfect gold;",,,,,,11869,14
11870,"2CHR",4,22,"And the snuffers, and the basins, and the spoons, and the censers, of pure gold: and the entry of the house, the inner doors thereof for the most holy place, and the doors of the house of the temple, were of gold.",,,,,,11870,14
11871,"2CHR",5,1,"Thus all the work that Solomon made for the house of the LORD was finished: and Solomon brought in all the things that David his father had dedicated; and the silver, and the gold, and all the instruments, put he among the treasures of the house of God.",,,,,,11871,14
11872,"2CHR",5,2,"Then Solomon assembled the elders of Israel, and all the heads of the tribes, the chief of the fathers of the children of Israel, unto Jerusalem, to bring up the ark of the covenant of the LORD out of the city of David, which is Zion.",,,,,,11872,14
11873,"2CHR",5,3,Wherefore all the men of Israel assembled themselves unto the king in the feast which was in the seventh month.,,,,,,11873,14
11874,"2CHR",5,4,And all the elders of Israel came; and the Levites took up the ark.,,,,,,11874,14
11875,"2CHR",5,5,"And they brought up the ark, and the tabernacle of the congregation, and all the holy vessels that were in the tabernacle, these did the priests and the Levites bring up.",,,,,,11875,14
11876,"2CHR",5,6,"Also king Solomon, and all the congregation of Israel that were assembled unto him before the ark, sacrificed sheep and oxen, which could not be told nor numbered for multitude.",,,,,,11876,14
11877,"2CHR",5,7,"And the priests brought in the ark of the covenant of the LORD unto his place, to the oracle of the house, into the most holy place, even under the wings of the cherubim:",,,,,,11877,14
11878,"2CHR",5,8,"For the cherubim spread forth their wings over the place of the ark, and the cherubim covered the ark and the staves thereof above.",,,,,,11878,14
11879,"2CHR",5,9,"And they drew out the staves of the ark, that the ends of the staves were seen from the ark before the oracle; but they were not seen without. And there it is unto this day.",,,,,,11879,14
11880,"2CHR",5,10,"There was nothing in the ark save the two tables which Moses put therein at Horeb, when the LORD made a covenant with the children of Israel, when they came out of Egypt.",,,,,,11880,14
11881,"2CHR",5,11,"And it came to pass, when the priests were come out of the holy place: (for all the priests that were present were sanctified, and did not then wait by course:",,,,,,11881,14
11882,"2CHR",5,12,"Also the Levites which were the singers, all of them of Asaph, of Heman, of Jeduthun, with their sons and their brethren, being arrayed in white linen, having cymbals and psalteries and harps, stood at the east end of the altar, and with them an hundred and twenty priests sounding with trumpets:)",,,,,,11882,14
11883,"2CHR",5,13,"It came even to pass, as the trumpeters and singers were as one, to make one sound to be heard in praising and thanking the LORD; and when they lifted up their voice with the trumpets and cymbals and instruments of music, and praised the LORD, saying, For he is good; for his mercy endureth for ever: that then the house was filled with a cloud, even the house of the LORD;",,,,,,11883,14
11884,"2CHR",5,14,So that the priests could not stand to minister by reason of the cloud: for the glory of the LORD had filled the house of God.,,,,,,11884,14
